Date,Ticker,open,high,low,close,adj_close,volume
2019-12-19,NVDA,5.772500038146973,5.900000095367432,5.767499923706055,5.886499881744385,5.8600053787231445,445360000
2019-12-20,NVDA,5.953249931335449,6.009749889373779,5.934000015258789,5.984250068664551,5.957315444946289,603044000
2019-12-23,NVDA,6.013000011444092,6.045249938964844,5.959750175476074,5.9704999923706055,5.943626403808594,355060000
2019-12-24,NVDA,5.954999923706055,5.982749938964844,5.920499801635742,5.9654998779296875,5.9386491775512695,138864000
2019-12-26,NVDA,5.968999862670898,6.007999897003174,5.949999809265137,5.979750156402588,5.952834129333496,182852000
2019-12-27,NVDA,5.994999885559082,6.008500099182129,5.895249843597412,5.921750068664551,5.895097732543945,254644000
2019-12-30,NVDA,5.899750232696533,5.90500020980835,5.776500225067139,5.808000087738037,5.781857013702393,258056000
2019-12-31,NVDA,5.772500038146973,5.892000198364258,5.7532501220703125,5.882500171661377,5.85602331161499,231004000
2020-01-02,NVDA,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,5.9707536697387695,237536000
2020-01-03,NVDA,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,5.875186443328857,205384000
2020-01-06,NVDA,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.899825096130371,262636000
2020-01-07,NVDA,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.971251487731934,314856000
2020-01-08,NVDA,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.982451915740967,277108000
2020-01-09,NVDA,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.048154830932617,255112000
2020-01-10,NVDA,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,6.080509185791016,316296000
2020-01-13,NVDA,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.271146297454834,319840000
2020-01-14,NVDA,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.154175281524658,359088000
2020-01-15,NVDA,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.111616134643555,263104000
2020-01-16,NVDA,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.195240020751953,284192000
2020-01-17,NVDA,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,6.203950881958008,253792000
2020-01-21,NVDA,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.170600414276123,217916000
2020-01-22,NVDA,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.224606990814209,239240000
2020-01-23,NVDA,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.29304838180542,244516000
2020-01-24,NVDA,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.2338151931762695,373512000
2020-01-27,NVDA,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,5.977972030639648,470536000
2020-01-28,NVDA,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,6.171347618103027,310976000
2020-01-29,NVDA,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,6.110871315002441,258848000
2020-01-30,NVDA,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,6.117591381072998,290504000
2020-01-31,NVDA,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,5.884145736694336,370420000
2020-02-03,NVDA,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,5.981206893920898,255564000
2020-02-04,NVDA,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,6.1504411697387695,271544000
2020-02-05,NVDA,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,6.240784645080566,208220000
2020-02-06,NVDA,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,6.327640533447266,218284000
2020-02-07,NVDA,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,6.261440753936768,189752000
2020-02-10,NVDA,6.3125,6.574999809265137,6.307499885559082,6.574250221252441,6.544659614562988,529608000
2020-02-11,NVDA,6.683000087738037,6.8125,6.6207499504089355,6.697249889373779,6.667105197906494,638556000
2020-02-12,NVDA,6.750249862670898,6.820000171661377,6.711249828338623,6.813499927520752,6.78283166885376,374644000
2020-02-13,NVDA,6.755249977111816,6.836999893188477,6.727749824523926,6.769499778747559,6.739031791687012,528016000
2020-02-14,NVDA,7.18149995803833,7.3742499351501465,7.150000095367432,7.244750022888184,7.212143421173096,1041924000
2020-02-18,NVDA,7.140999794006348,7.432750225067139,7.121500015258789,7.414249897003174,7.380878448486328,620164000
2020-02-19,NVDA,7.53725004196167,7.885250091552734,7.53725004196167,7.867499828338623,7.832087993621826,694332000
2020-02-20,NVDA,7.819250106811523,7.9079999923706055,7.408750057220459,7.71750020980835,7.68276309967041,810052000
2020-02-21,NVDA,7.604750156402588,7.630000114440918,7.266499996185303,7.351749897003174,7.318660259246826,768180000
2020-02-24,NVDA,6.754749774932861,7.046750068664551,6.699999809265137,6.831999778747559,6.801249980926514,856916000
2020-02-25,NVDA,6.90749979019165,6.969749927520752,6.448999881744385,6.551249980926514,6.521762847900391,1055496000
2020-02-26,NVDA,6.551499843597412,6.886250019073486,6.550000190734863,6.691249847412109,6.661133289337158,747732000
2020-02-27,NVDA,6.372499942779541,6.675000190734863,6.222249984741211,6.315000057220459,6.290335655212402,906416000
2020-02-28,NVDA,6.061500072479248,6.811500072479248,6.044750213623047,6.7517499923706055,6.725382328033447,1133252000
2020-03-02,NVDA,6.922500133514404,6.9397501945495605,6.525000095367432,6.910749912261963,6.883760929107666,890744000
2020-03-03,NVDA,6.966750144958496,7.026750087738037,6.561500072479248,6.647250175476074,6.6212897300720215,652792000
2020-03-04,NVDA,6.755000114440918,7.122250080108643,6.679999828338623,7.112750053405762,7.084970951080322,597408000
2020-03-05,NVDA,6.912499904632568,7.079999923706055,6.787499904632568,6.832250118255615,6.805567264556885,540328000
2020-03-06,NVDA,6.6519999504089355,6.709750175476074,6.449999809265137,6.651000022888184,6.625024795532227,515412000
2020-03-09,NVDA,5.997499942779541,6.485000133514404,5.954500198364258,6.136000156402588,6.112035751342773,614160000
2020-03-10,NVDA,6.41349983215332,6.5269999504089355,6.149750232696533,6.5269999504089355,6.5015082359313965,580648000
2020-03-11,NVDA,6.386499881744385,6.414999961853027,6.0642499923706055,6.161749839782715,6.137685298919678,499964000
2020-03-12,NVDA,5.636499881744385,5.9029998779296875,5.394999980926514,5.407750129699707,5.386630535125732,816540000
2020-03-13,NVDA,5.762499809265137,6.0254998207092285,5.490250110626221,6.020999908447266,5.9974870681762695,634836000
2020-03-16,NVDA,5.3102498054504395,5.652500152587891,4.849999904632568,4.909999847412109,4.890824317932129,726972000
2020-03-17,NVDA,5.022749900817871,5.521500110626221,4.775000095367432,5.4317498207092285,5.41053581237793,833632000
2020-03-18,NVDA,5.002500057220459,5.248499870300293,4.517000198364258,5.070499897003174,5.050697326660156,874268000
2020-03-19,NVDA,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,5.303455829620361,765512000
2020-03-20,NVDA,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,5.12366247177124,804636000
2020-03-23,NVDA,5.142749786376953,5.4120001792907715,4.9629998207092285,5.317249774932861,5.296483039855957,643876000
2020-03-24,NVDA,5.724999904632568,6.316500186920166,5.701250076293945,6.229499816894531,6.205169677734375,1101644000
2020-03-25,NVDA,6.34499979019165,6.545499801635742,6.0914998054504395,6.140500068664551,6.116518020629883,793432000
2020-03-26,NVDA,6.348499774932861,6.555500030517578,6.25,6.431000232696533,6.405884742736816,696108000
2020-03-27,NVDA,6.25,6.578000068664551,6.2170000076293945,6.3182501792907715,6.293574810028076,638828000
2020-03-30,NVDA,6.383999824523926,6.64900016784668,6.339749813079834,6.639750003814697,6.613818645477295,602252000
2020-03-31,NVDA,6.679999828338623,6.885000228881836,6.443749904632568,6.590000152587891,6.564262390136719,949960000
2020-04-01,NVDA,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.053016662597656,656912000
2020-04-02,NVDA,6.105999946594238,6.400000095367432,6.057750225067139,6.386750221252441,6.361806869506836,675764000
2020-04-03,NVDA,6.348999977111816,6.390749931335449,5.959750175476074,6.097750186920166,6.073935508728027,663212000
2020-04-06,NVDA,6.38100004196167,6.747000217437744,6.323249816894531,6.710000038146973,6.683793544769287,727884000
2020-04-07,NVDA,6.932499885559082,6.956250190734863,6.432499885559082,6.475749969482422,6.45045804977417,784520000
2020-04-08,NVDA,6.585249900817871,6.698750019073486,6.514999866485596,6.673749923706055,6.647686004638672,542444000
2020-04-09,NVDA,6.800000190734863,6.822999954223633,6.510499954223633,6.573750019073486,6.548076629638672,525564000
2020-04-13,NVDA,6.513750076293945,6.755000114440918,6.425000190734863,6.746250152587891,6.719902038574219,398408000
2020-04-14,NVDA,6.875,7.132999897003174,6.847249984741211,7.098750114440918,7.071025371551514,530948000
2020-04-15,NVDA,6.929999828338623,7.104249954223633,6.884500026702881,7.020999908447266,6.993580341339111,366148000
2020-04-16,NVDA,7.177000045776367,7.474999904632568,7.163750171661377,7.367499828338623,7.33872652053833,745620000
2020-04-17,NVDA,7.449999809265137,7.471499919891357,7.173500061035156,7.308000087738037,7.279458045959473,539120000
2020-04-20,NVDA,7.181000232696533,7.337500095367432,7.131750106811523,7.176249980926514,7.14822244644165,449388000
2020-04-21,NVDA,7.057750225067139,7.1192498207092285,6.677750110626221,6.737750053405762,6.711434841156006,735160000
2020-04-22,NVDA,6.930749893188477,7.196750164031982,6.885000228881836,7.153749942779541,7.125810623168945,483356000
2020-04-23,NVDA,7.196000099182129,7.328499794006348,7.074999809265137,7.100249767303467,7.072518825531006,424160000
2020-04-24,NVDA,7.090000152587891,7.2417497634887695,7.014999866485596,7.239749908447266,7.211475849151611,352328000
2020-04-27,NVDA,7.374750137329102,7.587500095367432,7.349999904632568,7.427000045776367,7.3979926109313965,479388000
2020-04-28,NVDA,7.574999809265137,7.605000019073486,7.278500080108643,7.283999919891357,7.255552291870117,442904000
2020-04-29,NVDA,7.419250011444092,7.514500141143799,7.34375,7.46150016784668,7.432359218597412,379160000
2020-04-30,NVDA,7.407249927520752,7.46150016784668,7.293000221252441,7.307000160217285,7.278462886810303,375916000
2020-05-01,NVDA,7.108749866485596,7.222499847412109,7.020999908447266,7.069499969482422,7.041889667510986,342096000
2020-05-04,NVDA,7.021999835968018,7.296000003814697,7.021999835968018,7.282249927520752,7.253808498382568,317556000
2020-05-05,NVDA,7.386750221252441,7.506750106811523,7.282249927520752,7.343500137329102,7.314820766448975,368896000
2020-05-06,NVDA,7.423250198364258,7.550000190734863,7.385250091552734,7.44474983215332,7.415674209594727,323464000
2020-05-07,NVDA,7.584499835968018,7.6852498054504395,7.5329999923706055,7.6217498779296875,7.591982841491699,373732000
2020-05-08,NVDA,7.693749904632568,7.818749904632568,7.659749984741211,7.8125,7.781989097595215,339216000
2020-05-11,NVDA,7.807499885559082,8.112500190734863,7.778749942779541,8.065500259399414,8.033998489379883,469060000
2020-05-12,NVDA,8.123499870300293,8.172499656677246,7.792749881744385,7.802499771118164,7.772027492523193,493060000
2020-05-13,NVDA,7.917500019073486,8.078499794006348,7.594749927520752,7.78000020980835,7.749615669250488,625852000
2020-05-14,NVDA,7.841750144958496,8.03600025177002,7.6875,8.030500411987305,7.999138832092285,602312000
2020-05-15,NVDA,7.889750003814697,8.500499725341797,7.874000072479248,8.490750312805176,8.457590103149414,987660000
2020-05-18,NVDA,8.760499954223633,8.916500091552734,8.680500030517578,8.750249862670898,8.71607494354248,774460000
2020-05-19,NVDA,8.790249824523926,9.087499618530273,8.762749671936035,8.805500030517578,8.771111488342285,717320000
2020-05-20,NVDA,8.991000175476074,9.043000221252441,8.888750076293945,8.970000267028809,8.934969902038574,587536000
2020-05-21,NVDA,9.05150032043457,9.052499771118164,8.737500190734863,8.775250434875488,8.74097728729248,761068000
2020-05-22,NVDA,8.825249671936035,9.093000411987305,8.713250160217285,9.026249885559082,8.990998268127441,1038764000
2020-05-26,NVDA,9.156749725341797,9.181750297546387,8.67199993133545,8.71774959564209,8.68370246887207,770780000
2020-05-27,NVDA,8.625,8.632749557495117,7.9967498779296875,8.525250434875488,8.491952896118164,1175892000
2020-05-28,NVDA,8.412249565124512,8.760499954223633,8.379249572753906,8.487000465393066,8.45385456085205,734896000
2020-05-29,NVDA,8.554499626159668,8.875499725341797,8.484999656677246,8.875499725341797,8.840835571289062,745256000
2020-06-01,NVDA,8.833250045776367,8.840749740600586,8.689499855041504,8.806249618530273,8.771858215332031,389876000
2020-06-02,NVDA,8.796250343322754,8.837249755859375,8.657999992370605,8.825249671936035,8.79078197479248,391320000
2020-06-03,NVDA,8.822250366210938,8.866250038146973,8.699999809265137,8.769499778747559,8.735250473022461,365440000
2020-06-04,NVDA,8.727999687194824,8.943249702453613,8.677499771118164,8.766500473022461,8.736249923706055,424280000
2020-06-05,NVDA,8.794500350952148,8.996999740600586,8.708000183105469,8.920000076293945,8.889220237731934,481748000
2020-06-08,NVDA,8.877249717712402,8.889749526977539,8.685750007629395,8.805000305175781,8.774614334106445,387736000
2020-06-09,NVDA,8.800000190734863,9.109749794006348,8.751250267028809,9.045999526977539,9.01478385925293,468488000
2020-06-10,NVDA,9.167750358581543,9.5,9.153499603271484,9.36674976348877,9.334426879882812,632180000
2020-06-11,NVDA,9.149999618530273,9.261249542236328,8.78600025177002,8.796250343322754,8.765897750854492,583652000
2020-06-12,NVDA,9.162500381469727,9.187250137329102,8.70324993133545,8.932499885559082,8.9016752243042,570908000
2020-06-15,NVDA,8.815250396728516,9.182250022888184,8.743749618530273,9.173749923706055,9.142091751098633,400004000
2020-06-16,NVDA,9.225000381469727,9.26675033569336,8.838749885559082,9.068499565124512,9.037202835083008,535716000
2020-06-17,NVDA,9.113750457763672,9.298999786376953,9.070249557495117,9.236000061035156,9.20412540435791,408304000
2020-06-18,NVDA,9.22700023651123,9.282500267028809,9.114500045776367,9.218000411987305,9.186189651489258,254408000
2020-06-19,NVDA,9.242500305175781,9.444999694824219,9.227250099182129,9.261249542236328,9.229290008544922,524160000
2020-06-22,NVDA,9.300000190734863,9.53125,9.273249626159668,9.526749610900879,9.493871688842773,398468000
2020-06-23,NVDA,9.550999641418457,9.642499923706055,9.407500267028809,9.449999809265137,9.417389869689941,375108000
2020-06-24,NVDA,9.476249694824219,9.556500434875488,9.144499778747559,9.23550033569336,9.203628540039062,449372000
2020-06-25,NVDA,9.35575008392334,9.505000114440918,9.182250022888184,9.489999771118164,9.457250595092773,376072000
2020-06-26,NVDA,9.5,9.5,9.125,9.154999732971191,9.123408317565918,592084000
2020-06-29,NVDA,9.169750213623047,9.204500198364258,8.899999618530273,9.199999809265137,9.168251991271973,342248000
2020-06-30,NVDA,9.314000129699707,9.526249885559082,9.266500473022461,9.497750282287598,9.464975357055664,367892000
2020-07-01,NVDA,9.520750045776367,9.575750350952148,9.413000106811523,9.529999732971191,9.497112274169922,326648000
2020-07-02,NVDA,9.638999938964844,9.737500190734863,9.57824993133545,9.612250328063965,9.579079627990723,364056000
2020-07-06,NVDA,9.74174976348877,9.9087495803833,9.712499618530273,9.839249610900879,9.805295944213867,315892000
2020-07-07,NVDA,9.946249961853027,10.069999694824219,9.850749969482422,9.871749877929688,9.83768367767334,357800000
2020-07-08,NVDA,9.993749618530273,10.225000381469727,9.965499877929688,10.215999603271484,10.180747032165527,365480000
2020-07-09,NVDA,10.380249977111816,10.569999694824219,10.233499526977539,10.508999824523926,10.472733497619629,494548000
2020-07-10,NVDA,10.588749885559082,10.65524959564209,10.37874984741211,10.479249954223633,10.443086624145508,497676000
2020-07-13,NVDA,10.595000267028809,10.79224967956543,10.024999618530273,10.052249908447266,10.017562866210938,457076000
2020-07-14,NVDA,10.074999809265137,10.402750015258789,9.785499572753906,10.376999855041504,10.341191291809082,542676000
2020-07-15,NVDA,10.414250373840332,10.432999610900879,10.055749893188477,10.227250099182129,10.1919584274292,403984000
2020-07-16,NVDA,10.015000343322754,10.20674991607666,9.895500183105469,10.134750366210938,10.099776268005371,344964000
2020-07-17,NVDA,10.225500106811523,10.248499870300293,10.087750434875488,10.201499938964844,10.166295051574707,266284000
